#Parameters = {charge_param=1e-09; time_step_stability_factor=0.5; cond=1000; wakelength=10000; cpw=10}
#"Frequency / GHz"	"Z (90) [Re / Ohm]"	"Z (90) [Im / Ohm]"
#---------------------------------------------------------
0.0000000000000	-1.0987212689757	1.2358793939798e-10
0.0010239144611436	0.60938960549107	1.1840009165152
0.0020478289222872	0.51323733655573	-0.48915726930611
0.0030717433834308	-0.95708401826577	0.88810958836420
0.0040956578445743	0.90455786615464	1.7326713878168
0.0051195723057179	0.51672159532225	0.042058020263305
0.0061434867668615	-0.77811438585000	1.5957843336862
0.0071674012280051	1.1376946237845	2.1327305958997
0.0081913156891487	0.44819060979592	0.51752921639918
0.0092152301502923	-0.63830771824587	2.2534649638996
0.010239144611436	1.2991824510892	2.4979543233851
0.011263059072579	0.33688415406006	1.0122574362415
0.012286973533723	-0.50519487854802	2.9003221337767
0.013310887994867	1.4174387146274	2.8531645575347
0.014334802456010	0.21076503756810	1.5362470906829
0.015358716917154	-0.36260165081837	3.5366191172356
0.016382631378297	1.5039705607807	3.2021371698156
0.017406545839441	0.083191535944119	2.0879978827349
0.018430460300585	-0.20603120478390	4.1577024818025
0.019454374761728	1.5625554225196	3.5466831818739
0.020478289222872	-0.038552420175248	2.6647970353623
0.021502203684015	-0.035734543309272	4.7594157541856
0.022526118145159	1.5943924134225	3.8892220871560
0.023550032606302	-0.14963648401066	3.2639897705115
0.024573947067446	0.14602689598258	5.3386768710066
0.025597861528590	1.6000474809311	4.2328238883917
0.026621775989733	-0.24637692402550	3.8829475892595
0.027645690450877	0.33605521034882	5.8933821996377
0.028669604912020	1.5801895432204	4.5809503889937
0.029693519373164	-0.32576748444905	4.5189380903629
0.030717433834308	0.53069978463609	6.4222763267026
0.031741348295451	1.5358832376512	4.9372132984949
0.032765262756595	-0.38531840893830	5.1690413985795
0.033789177217738	0.72611498464584	6.9248539338496
0.034813091678882	1.4686994068721	5.3051743397486
0.035837006140025	-0.42302120605057	5.8301062470005
0.036860920601169	0.91840300218872	7.4012818931095
0.037884835062313	1.3807163597524	5.6881982940857
0.038908749523456	-0.43736528926166	6.4987724903693
0.039932663984600	1.1037299713878	7.8523556782930
0.040956578445743	1.2744961580067	6.0893359155735
0.041980492906887	-0.42736145987142	7.1715090620677
0.043004407368031	1.2784168722740	8.2794525681374
0.044028321829174	1.1530280322282	6.5112297736905
0.045052236290318	-0.39257000042715	7.8446738167957
0.046076150751461	1.4390156379946	8.6844899904082
0.047100065212605	1.0196564873523	6.9560479723645
0.048123979673749	-0.33311412416625	8.5145917765737
0.049147894134892	1.5823864669575	9.0698785777571
0.050171808596036	0.87800277623321	7.4254279882217
0.051195723057179	-0.24968619738091	9.1776352726504
0.052219637518323	1.7057625926584	9.4384713514431
0.053243551979466	0.73188009317504	7.9204427645819
0.054267466440610	-0.14353447771767	9.8303104538349
0.055291380901754	1.8068154015553	9.7935021761303
0.056315295362897	0.58520702445803	8.4415718259337
0.057339209824041	-0.016444565612391	10.469334648788
0.058363124285184	1.8836980666014	10.138519722985
0.059387038746328	0.44191479667006	8.9887003513909
0.060410953207472	0.12930235422784	11.091720976035
0.061434867668615	1.9350932208790	10.477310431917
0.062458782129759	0.30585557058345	9.5611187083032
0.063482696590902	0.29097158916475	11.694852967831
0.064506611052046	1.9602431002924	10.813826874757
0.065530525513189	0.18072232593059	10.157545991106
0.066554439974333	0.46544315377624	12.276546185987
0.067578354435477	1.9589709651809	11.152095354908
0.068602268896620	0.069960309425448	10.776154884495
0.069626183357764	0.64927430240298	12.835103090879
0.070650097818907	1.9316833374345	11.496132859764
0.071674012280051	-0.023313113732346	11.414620097243
0.072697926741195	0.83877922796342	13.369363550603
0.073721841202338	1.8793715429133	11.849861811927
0.074745755663482	-0.096374066832535	12.070166519513
0.075769670124625	1.0301095170326	13.878729503855
0.076793584585769	1.8035851646473	12.217023029328
0.077817499046912	-0.14695985498463	12.739638956644
0.078841413508056	1.2193432420382	14.363191724943
0.079865327969200	1.7064072594811	12.601095794976
0.080889242430343	-0.17331620732309	13.419571523666
0.081913156891487	1.4025759663687	14.823330696784
0.082937071352630	1.5904088904595	13.005214791064
0.083960985813774	-0.17424585241527	14.106263768956
0.084984900274918	1.5760014897128	15.260313556080
0.086008814736061	1.4585926258388	13.432110267260
0.087032729197205	-0.14913051484262	14.795873560067
0.088056643658348	1.7360100314109	15.675872389823
0.089080558119492	1.3143330954715	13.884037163915
0.090104472580635	-0.097952131564090	15.484496432157
0.091128387041779	1.8792623231281	16.072269538208
0.092152301502923	1.1612976185924	14.362729725995
0.093176215964066	-0.021295407197200	16.168263369606
0.094200130425210	2.0027730327541	16.452255490023
0.095224044886353	1.0033704175220	14.869359096452
0.096247959347497	0.079661972445172	16.843427612417
0.097271873808641	2.1039798161600	16.819012902881
0.098295788269784	0.84456975095650	15.404506820686
0.099319702730928	0.20317679503327	17.506448093849
0.10034361719207	2.1808019860495	17.176081444837
0.10136753165321	0.68894753754829	15.968147341350
0.10239144611436	0.34696708592443	18.154082761929
0.10341536057550	2.2316957058396	17.527296554680
0.10443927503665	0.54051346545734	16.559649123334
0.10546318949779	0.50826886271899	18.783453734917
0.10648710395893	2.2556850080625	17.876694511100
0.10751101842008	0.40312938454666	17.177789847130
0.10853493288122	0.68389261617563	19.392133515411
0.10955884734236	2.2524036554624	18.228434708874
0.11058276180351	0.28043773657484	17.820771280484
0.11160667626465	0.87029028400484	19.978185219599
0.11263059072579	2.2220894800819	18.586701230033
0.11365450518694	0.17576245279751	18.486269847273
